file id,CodeGPT,InCoder,UnixCoder,Usage Scenario,Trigger Point,Programming Language
1201,UO-1,UO-1,UO-1,Line Completion,=,js
1202,ME-S2,"ME-S2, UO-3","ME-S4, ME-T2",Line Completion,=,js
1203,UO-1,ME-T1,"ME-T1, ME-T2",Line Completion,.,js
1204,"ME-T3, ME-T4","ME-T3, ME-T4","ME-T3, ME-T4",Line Completion,=,js
1205,"ME-T2, ME-S1","AE-2, ME-T2","AE-2, ME-T2",Line Completion,=,js
1206,"ME-T2, ME-S1","ME-S2, AE-2","ME-S2, AE-2",Line Completion,.,js
1207,"ME-S2, ME-T1","ME-S2, UO-3","ME-T1, ME-S7",Line Completion,=,js
1208,"ME-S2, ME-T2","ME-T1, ME-T2","ME-S2, ME-T1",Line Completion,.,js
1209,"ME-T2, ME-S1","ME-S2, ME-S6","ME-S6, ME-S1",Line Completion,[,js
1210,"ME-T1, ME-S2",UO-1,"ME-T1, ME-T2",Line Completion,.,js
1211,"ME-T1, ME-T3","ME-T1, ME-T3","ME-T1, ME-T3",Line Completion,.,js
1212,UO-1,UO-1,UO-1,Line Completion,(,js
1213,"ME-T3, ME-S6",ME-T3,ME-T3,Line Completion,=,js
1214,UO-1,ME-T1,UO-1,Line Completion,.,js
1215,UO-1,UO-1,UO-1,Line Completion,.,js
1216,ME-T3,"ME-T3, ME-S1","ME-T3, ME-S1",Line Completion,{,js
1217,UO-1,ME-T3,UO-1,Line Completion,{,js
1218,ME-T1,UO-1,ME-T1,Line Completion,[,js
1219,UO-1,UO-1,"ME-T2, ME-S1",Line Completion,.,js
1220,"ME-T1, AE-1","ME-T1, ME-S6","ME-T1, AE-1",Line Completion,.,js
1221,UO-1,UO-1,UO-1,Line Completion,{,js
1222,"ME-T2, ME-S1","ME-T2, ME-S1","ME-T2, ME-S7",Line Completion,<,js
1223,UO-1,"ME-T2, ME-T3","ME-T2, ME-T3",Line Completion,*,js
1224,"ME-S3, ME-T1",UO-1,ME-T1,Line Completion,(,js
1225,"ME-T1, ME-S2","ME-S2, ME-T1","ME-S2, ME-T1",Line Completion,=,js
1226,NA-1,NA-1,NA-1,NA,*,js
1227,ME-S3,"ME-S3, AE-2","ME-S2, AE-2",Line Completion,=,js
1228,"ME-S2, ME-T3","ME-S2, ME-T2",UO-1,Line Completion,=,js
1229,ME-T3,ME-T3,ME-T3,Line Completion,.,js
1230,ME-T1,ME-T1,UO-1,Line Completion,.,js
1232,"ME-S2, ME-T1",ME-T1,"ME-T1, ME-S2",Line Completion,.,js
1233,"ME-S2, NA-2","ME-T1, NA-2","ME-S2, NA-2",Line Completion,.,js
1234,"ME-T1, ME-T2","ME-T3, ME-S1","UO-3, ME-S1",Line Completion,(,js
1235,ME-T3,ME-T3,ME-T3,Line Completion,{,js
1237,"ME-T1, ME-S2","ME-S3, ME-T1","ME-S2, AE-2",Line Completion,return,js
1238,"ME-T1, ME-T3",ME-T3,"ME-T1, ME-T2",Line Completion,=,js
1239,"ME-T3, ME-S6","ME-T3, ME-T4","ME-T3, ME-T4",Line Completion,=,js
1240,NA-1,NA-1,NA-1,NA,else,js
1242,"AE-2, NA-2","AE-2, NA-2","AE-2, NA-2",Line Completion,if,js
1243,"ME-T1, AE-4","ME-T1, AE-4","ME-T1, AE-4",Line Completion,(,js
1244,NA-1,NA-1,NA-1,NA,return,js
1245,ME-T3,ME-T3,ME-T3,Line Completion,{,js
1246,"ME-S3, ME-S7","ME-T1, ME-T2","ME-S4, ME-T1",Line Completion,return,js
1247,"ME-T1, ME-S2","ME-S2, UO-3","ME-T1, ME-S2",Line Completion,.,js
1248,NA-1,NA-1,NA-1,NA,(,js
1249,NA-1,NA-1,NA-1,NA,{,js
1250,"ME-T1, ME-T2","ME-S3, ME-T2","ME-T1, ME-T2",Line Completion,return,js
1251,"ME-T2, ME-S1","AE-2, ME-T2","AE-2, ME-T2",Line Completion,=,js
1252,"ME-T1, ME-T3","ME-T3, ME-S6",ME-T3,Line Completion,in,js
1253,NA-1,NA-1,NA-1,NA,+,js
1254,"ME-S2, ME-T2","ME-S2, ME-T1","ME-S2, ME-T1",Line Completion,.,js
1255,NA-2,NA-2,NA-2,Line Completion,[,js
1256,"ME-T2, ME-S1","AE-2, ME-T2","AE-2, ME-T2",Line Completion,=,js
1257,UO-1,UO-1,UO-1,Line Completion,(,js
1258,"AE-2, ME-T3","AE-2, ME-T3","AE-2, ME-T3",Line Completion,(,js
1259,"ME-S4, ME-T1",UO-1,UO-1,Line Completion,.,js
1260,NA-1,NA-1,NA-1,NA,=,js
1261,NA-1,NA-1,NA-1,NA,=,js
1262,ME-T1,ME-S2,ME-T1,Line Completion,=,js
1263,"ME-T2, ME-T3","ME-T1, ME-T2","ME-T3, ME-T2",Line Completion,.,js
1264,UO-1,UO-1,UO-1,Line Completion,.,js
1265,NA-1,"ME-S5, NA-1",NA-1,NA,/,js
1266,NA-2,NA-2,NA-2,NA,<,js
1268,ME-S7,ME-S4,"ME-T2, ME-S5",Line Completion,/,js
1270,"ME-S2, ME-T2","ME-T2, ME-S1",ME-S2,Line Completion,return,js
1271,"ME-S2, ME-T1","ME-S3, ME-T3","ME-S2, ME-T1",Line Completion,{,js
1272,"ME-T3, ME-S1",ME-T3,"ME-T3, ME-S1",Line Completion,[,js
1273,NA-1,NA-1,NA-1,NA,.,js
1274,"ME-S2, ME-T2","ME-S2, AE-2","ME-T1, AE-2",Line Completion,.,js
1275,"ME-T2, ME-S1","ME-S2, ME-T2",ME-T2,Line Completion,.,js
1276,NA-2,NA-2,NA-2,Line Completion,{,js
1277,"ME-T1, ME-T2",ME-T1,"ME-T1, ME-T2",Line Completion,.,js
1278,NA-2,NA-2,NA-2,Line Completion,return,js
1279,"ME-T1, ME-S1","ME-T1, ME-S1","ME-T1, ME-S1",Line Completion,(,js
1280,UO-1,"ME-T1, ME-T3","ME-T1, ME-T3",Line Completion,[,js
1281,ME-T1,"ME-T2, ME-S6","ME-T2, ME-S6",Line Completion,.,js
1282,"ME-S3, ME-T2","ME-T1, ME-T2","ME-T2, ME-S1",Line Completion,.,js
1283,"ME-S3, ME-T1","ME-T1, ME-T2",ME-T1,Line Completion,if,js
1284,"ME-T2, ME-S1","ME-T1, ME-T2","ME-T2, ME-S1",Line Completion,.,js
1285,"ME-S2, ME-T2","ME-S2, ME-T1","ME-S2, ME-S7",Line Completion,(,js
1286,ME-T1,"ME-T1, ME-T2",ME-T1,Line Completion,.,js
1287,NA-2,NA-2,NA-2,Line Completion,(,js
1288,"ME-S2, ME-T2","ME-S2, ME-T1","ME-S2, ME-T2",Line Completion,(,js
1289,ME-T2,UO-1,ME-T2,Line Completion,=,js
1290,"ME-T2, ME-S1","ME-T2, ME-T3","ME-T2, ME-T3",Line Completion,.,js
1291,NA-1,NA-1,NA-1,NA,if,js
1292,"ME-T3, ME-S1","ME-T3, ME-S1","ME-T3, ME-S1",Line Completion,{,js
1293,UO-1,"AE-2, ME-T3","AE-2, ME-T3",Line Edit,/,js
1294,"AE-2, ME-T3","AE-2, ME-T3","AE-2, ME-T3",Partial Line Completion,(,js
1295,"ME-T1, ME-S1",UO-1,"ME-T1, ME-S1",Partial Line Completion,,js
1296,"ME-T2, ME-S1","AE-2, UO-3",UO-1,Line Edit,(,js
1297,"ME-T2, AE-1","ME-T1, AE-1","ME-T1, AE-1",Line Edit,,js
1298,"ME-T1, ME-T2",ME-S3,"ME-T1, ME-T2",Line Completion,if,js
1299,"ME-T1, ME-S1","ME-S3, UO-3","ME-T1, ME-S1",Line Edit,{,js
1300,AE-3,AE-3,AE-3,NA,.,js
1301,NA-1,"AE-2, NA-1","AE-2, NA-1",NA,yield,js
1302,"ME-S5, AE-1","ME-T1, AE-1","ME-T2, AE-1",Line Completion,,js
1303,NA-1,"NA-1, AE-1","NA-1, AE-1",NA,,js
1304,"AE-2, ME-T2","AE-2, ME-T2",UO-1,Line Completion,,js
1305,"UO-3, NA-2","UO-3, NA-2","UO-3, NA-2",Line Edit,(,js
1306,"ME-T1, AE-1","ME-T3, AE-1","ME-S1, AE-1",Partial Line Completion,,js
1307,ME-T1,ME-T1,ME-T1,Partial Line Completion,.,js
1308,"ME-S2, AE-1","ME-S2, AE-1","ME-S2, AE-1",Line Completion,,js
1309,NA-1,NA-1,NA-1,NA,.,js
1310,"NA-1, AE-1","NA-1, AE-1","NA-1, AE-1",NA,,js
1311,"AE-2, ME-T2","AE-2, ME-T2","AE-2, ME-T2",Line Edit,.,js
1312,UO-1,UO-1,UO-1,Line Completion,=,js
1313,"ME-S2, ME-T3","ME-T3, ME-S1","ME-T2, ME-S1",Line Completion,=,js
1314,"ME-T1, ME-S1",UO-1,UO-1,Partial Line Completion,",",js
1315,"ME-T1, AE-1","ME-T1, AE-1","ME-T1, AE-1",Partial Line Completion,,js
1317,"ME-T1, AE-1","ME-T1, AE-1","ME-T1, AE-1",Partial Line Completion,,js
1318,NA-2,NA-2,NA-2,Line Edit,,js
1319,"ME-S4, ME-T1","ME-T1, ME-T3","ME-T2, UO-3",Line Edit,[,js
1320,"ME-T2, AE-1",UO-1,"UO-1, AE-1",Line Completion,,js
1321,NA-2,"ME-S1, NA-2","ME-S1, NA-2",NA,(,js
1322,NA-1,NA-1,NA-1,NA,(,js
1323,NA-1,NA-1,NA-1,NA,/,js
1324,ME-T1,"ME-T1, ME-T2",ME-T1,Partial Line Completion,.,js
1325,UO-1,ME-T3,UO-1,Partial Line Completion,.,js
1326,"ME-T1, ME-S1","ME-T1, ME-S1","ME-T1, ME-S1",Line Edit,(,js
1327,"AE-2, ME-T3","AE-2, ME-S7","AE-2, ME-T3",Line Edit,(,js
1328,"NA-1, AE-1","NA-1, AE-1","NA-1, AE-1",NA,,js
1329,"AE-2, ME-S5","AE-2, ME-T3","AE-2, ME-T3",NA,/,js
1330,ME-T3,"ME-T3, ME-S5",ME-T3,Partial Line Completion,with,js
1331,"ME-T3, ME-S1","ME-T3, AE-1","ME-T3, AE-1",Partial Line Completion,,js
1332,"AE-2, NA-2","AE-2, NA-2","AE-2, NA-2",Partial Line Completion,/,js
1333,UO-1,UO-1,UO-1,Partial Line Completion,",",js
1334,"ME-S1, AE-1","ME-S7, AE-1","ME-T1, AE-1",Partial Line Completion,,js
1335,"ME-T1, AE-1","ME-T1, AE-1","ME-T1, AE-1",Line Completion,,js
1336,ME-T1,ME-T1,ME-T1,Line Edit,(,js
1337,"ME-T1, AE-1","ME-T1, AE-1","ME-T1, AE-1",Partial Line Completion,,js
1338,ME-S2,"ME-T1, ME-T2","AE-2, ME-T2",Partial Line Completion,.,js
1339,NA-1,NA-1,NA-1,NA,,js
1340,"ME-S2, ME-T3","AE-2, ME-T3","AE-2, ME-T3",Partial Line Completion,/,js
1341,"ME-T1, ME-T3","ME-T1, ME-T3","ME-T2, ME-T3",Partial Line Completion,(,js
1342,NA-1,NA-1,NA-1,NA,(,js
1343,"ME-T1, ME-S1","ME-S4, ME-T2",UO-2,Line Completion,.,js
1344,UO-1,UO-1,UO-1,Line Completion,=,js
1345,"ME-T2, AE-1","ME-T1, AE-1","ME-T1, AE-1",Partial Line Completion,,js
1346,"ME-T2, ME-S1","ME-S2, ME-T2","ME-T2, ME-S1",Partial Line Completion,.,js
1347,"AE-2, ME-T3","AE-2, ME-T3","AE-2, ME-T3",Line Edit,(,js
1348,NA-2,NA-2,NA-2,Line Edit,{,js
1349,UO-1,"UO-1, ME-S6",UO-1,Line Completion,,js
1350,"ME-T1, AE-2","ME-T1, AE-2","ME-T1, AE-2",Line Completion,,js
1351,NA-1,NA-1,"ME-S5, NA-1",NA,/,js
1352,"ME-T1, ME-T3","UO-1, UO-3","ME-T1, ME-T3",Partial Line Completion,/,js
1353,"ME-T2, AE-1","ME-T1, AE-1","ME-T1, AE-1",Line Completion,,js
1354,AE-3,AE-3,AE-3,NA,",",js
1355,ME-T1,"ME-T1, ME-T2","ME-S3, ME-T1",Line Completion,.,js
1356,"ME-T1, ME-T2","ME-S3, ME-T2","AE-2, ME-T2",Line Completion,return,js
1357,"ME-T1, ME-T3","ME-T1, ME-T3","ME-T3, ME-S5",Line Edit,(,js
1358,"ME-T1, ME-T3","ME-T2, UO-3","AE-2, ME-T3",Partial Line Completion,{,js
1359,"ME-T2, AE-1","ME-T2, AE-1","ME-T2, AE-1",Partial Line Completion,,js
1360,"ME-S3, AE-1","ME-T1, AE-1","ME-S2, AE-1",Partial Line Completion,,js
1361,"AE-2, ME-S1","AE-2, ME-S1","AE-2, ME-S1",NA,(,js
1362,"ME-T1, ME-T2",UO-1,"ME-T1, ME-T2",Line Completion,.,js
1363,"AE-2, ME-T3",UO-1,UO-1,Partial Line Completion,/,js
1364,"AE-2, ME-T3","AE-2, ME-T3","AE-2, ME-T3",NA,/,js
1365,NA-1,NA-1,NA-1,NA,/,js
1366,"ME-T2, ME-S7","ME-T3, AE-1","ME-S7, AE-1",Line Edit,=,js
1367,"AE-2, ME-T3","ME-S2, ME-T3","ME-S2, ME-T3",Line Completion,return,js
1368,NA-1,"NA-1, AE-1","NA-1, AE-1",NA,,js
1369,"ME-S2, ME-T1","ME-S2, ME-T1","ME-S2, ME-S7",Line Edit,>,js
1370,NA-1,"ME-S5, NA-1",NA-1,NA,/,js
1371,NA-1,NA-1,NA-1,NA,/,js
1372,ME-T3,"ME-S4, ME-T3",ME-T3,Partial Line Completion,",",js
1373,AE-3,AE-3,AE-3,NA,",",js
1374,"ME-T1, AE-1","ME-T1, AE-1","ME-S3, AE-1",Line Completion,,js
1375,"ME-S2, AE-4","UO-1, AE-4","ME-S2, AE-4",Partial Line Completion,-,js
1376,"ME-S1, AE-1","ME-T1, AE-1","ME-T1, AE-1",Line Edit,,js
1377,"ME-T1, ME-T3","ME-T1, ME-T3","ME-T1, ME-T3",Partial Line Completion,(,js
1378,"ME-T1, ME-T2","ME-T1, ME-T2","ME-T1, ME-T2",Line Edit,(,js
1379,"ME-T1, ME-S1","ME-T1, AE-2","AE-2, ME-S1",Partial Line Completion,.,js
1380,"ME-S4, ME-T2","ME-S2, ME-T2","ME-S2, ME-T2",Line Edit,.,js
1381,NA-1,NA-1,NA-1,NA,{,js
1382,NA-1,"AE-2, NA-1","AE-2, NA-1",NA,,js
1383,"ME-S2, AE-2","AE-2, ME-T1","AE-2, ME-T3",Line Completion,*,js
1384,"ME-T1, ME-T3","ME-T2, ME-T3","ME-T3, ME-T2",Line Completion,.,js
1386,"ME-S2, AE-1","ME-S2, AE-1","ME-S2, AE-1",Line Completion,,js
1387,"ME-T1, ME-S1","ME-T1, ME-T2","ME-T1, ME-S1",Line Edit,,js
1388,"ME-T2, AE-1","ME-T2, AE-1","ME-T2, AE-1",Partial Line Completion,,js
1389,NA-1,"ME-S5, NA-1",NA-1,NA,/,js
1390,NA-2,NA-2,NA-2,NA,{,js
1391,"ME-T1, AE-1","ME-T1, AE-1","ME-T1, AE-1",Partial Line Completion,,js
1392,"AE-2, ME-T1","AE-2, ME-S7","AE-2, ME-T1",Line Completion,for,js
1393,"AE-2, NA-1","AE-2, NA-1","AE-2, NA-1",NA,.,js
1394,"ME-T1, AE-1","ME-T3, AE-1","ME-T3, AE-1",Line Completion,,js
1395,"ME-T1, ME-T3","ME-S4, ME-T1",ME-T1,Partial Line Completion,",",js
1396,NA-1,NA-1,NA-1,NA,>,js
1397,UO-1,UO-1,UO-1,Partial Line Completion,.,js
1398,"ME-T1, AE-1","ME-T2, AE-1","ME-T2, AE-1",Partial Line Completion,,js
1399,"ME-S1, AE-1","ME-T1, AE-1","ME-T1, AE-1",Partial Line Completion,,js
1400,"ME-T2, AE-1","ME-T2, AE-1","ME-T2, AE-1",Line Completion,,js
1401,"AE-2, ME-T3","ME-T3, AE-1","ME-T3, AE-1",Partial Line Completion,.,js
1402,ME-T2,"ME-S2, ME-T1",ME-T2,Line Edit,{,js
1403,"NA-1, AE-1","NA-1, AE-1","NA-1, AE-1",NA,,js
1404,AE-3,AE-3,AE-3,NA,(,js
1405,"ME-T1, ME-T3","ME-T1, ME-T3","ME-T1, ME-T3",Partial Line Completion,(,js
1406,UO-1,UO-1,UO-1,Partial Line Completion,(,js
1407,UO-1,UO-1,UO-1,Partial Line Completion,",",js
1408,"ME-T3, AE-1","AE-1, UO-2","AE-1, UO-2",Partial Line Completion,,js
1410,NA-1,NA-1,NA-1,NA,(,js
1411,NA-1,NA-1,NA-1,NA,,js
1412,AE-3,AE-3,AE-3,NA,&,js
1413,AE-3,AE-3,AE-3,NA,=,js
1414,UO-1,UO-1,UO-1,Line Edit,",",js
1415,ME-T1,ME-T1,ME-T1,Line Edit,(,js
1416,ME-T3,"ME-S4, ME-T2","ME-S4, ME-T2",Line Edit,(,js
1417,"ME-T1, ME-T3",ME-T1,"ME-T1, ME-T3",Partial Line Completion,",",js
1418,"ME-T1, AE-1","AE-2, AE-1","ME-S1, AE-1",Partial Line Completion,,js
1419,UO-1,UO-1,UO-1,Line Completion,.,js
1420,NA-2,"ME-T1, NA-2","ME-T1, NA-2",Partial Line Completion,{,js
1421,NA-2,"ME-T3, NA-2","ME-T3, NA-2",Partial Line Completion,-,js
1422,"AE-2, ME-T3",UO-1,"AE-2, ME-T3",Line Completion,=,js
1423,"ME-S5, NA-1","NA-1, AE-1","NA-1, AE-1",NA,,js
1424,UO-1,UO-1,"ME-S4, AE-2",Partial Line Completion,,js
1425,ME-T3,"ME-T3, ME-T2",ME-T3,Partial Line Completion,(,js
1426,ME-T3,"ME-T3, AE-1","ME-T3, AE-1",Partial Line Completion,/,js
1427,"ME-T2, ME-S5","ME-S2, ME-T2","ME-T2, ME-T3",Line Completion,.,js
1428,ME-T2,UO-1,"ME-T2, ME-S1",Line Completion,return,js
1429,"NA-2, ME-S1","NA-2, ME-S1","NA-2, ME-S1",NA,(,js
1430,"ME-T1, ME-T3","ME-T1, ME-T3","ME-T1, ME-T3",Partial Line Completion,(,js
1431,ME-S5,"ME-S3, UO-3","AE-2, ME-T3",Line Edit,/,js
1432,UO-1,UO-1,ME-T1,Partial Line Completion,",",js
1433,"ME-T1, AE-1","ME-T1, AE-1","ME-T1, AE-1",Line Completion,,js
1434,"ME-T1, AE-1","ME-T1, AE-1","ME-T1, AE-1",Partial Line Completion,,js
1435,AE-3,AE-3,AE-3,NA,",",js
1436,"ME-T2, ME-T3","ME-S3, ME-T2","AE-2, ME-T2",Line Completion,.,js
1437,"AE-2, NA-1","NA-1, AE-1","NA-1, AE-1",NA,,js
1438,NA-1,"NA-1, AE-1",NA-1,NA,,js
1439,NA-1,NA-1,NA-1,NA,(,js
1440,"ME-S5, NA-1","ME-S5, NA-1",NA-1,NA,/,js
1441,"UO-1, AE-2","AE-2, ME-T3","AE-2, ME-T3",Partial Line Completion,/,js
1442,"ME-T1, ME-T2","ME-T2, AE-1","ME-T2, AE-1",Line Edit,,js
1443,"AE-2, ME-T3","AE-2, ME-T3","AE-2, ME-T3",Line Edit,(,js
1444,NA-1,NA-1,NA-1,NA,.,js
1445,"ME-T1, ME-T2","ME-T1, ME-S2","ME-T1, ME-S2",Line Edit,.,js
1446,"ME-T1, AE-1","ME-T1, AE-1","ME-T1, AE-1",Line Completion,,js
1447,NA-1,NA-1,NA-1,NA,.,js
1448,"ME-T3, ME-S1","ME-T2, ME-S1","ME-T1, ME-T3",Line Completion,.,js
1449,AE-3,AE-3,AE-3,NA,/,js
1450,"ME-T1, ME-T2",UO-1,"ME-T1, ME-T2",Line Edit,(,js
1451,"ME-T1, ME-T3","ME-T1, ME-S1","ME-T3, ME-S1",Line Edit,(,js
1452,"ME-T1, ME-T3",UO-1,ME-T1,Partial Line Completion,(,js
1453,"ME-T3, AE-1","ME-T2, AE-1","ME-T2, AE-1",Line Edit,==,js
1454,"ME-T1, ME-T3","ME-T3, ME-S1","ME-T3, ME-S1",Line Edit,(,js
1455,"AE-2, ME-T1","AE-2, ME-T3","AE-2, ME-T3",Line Edit,,js
1456,UO-1,"ME-T2, UO-2","ME-S1, UO-2",Line Completion,.,js
1457,NA-1,"NA-1, AE-1",NA-1,NA,,js
1458,"ME-T1, ME-T3","AE-1, UO-2","AE-1, UO-2",Partial Line Completion,,js
1459,"ME-T1, ME-T3",UO-1,"AE-2, ME-T3",Line Edit,(,js
1460,"ME-T1, ME-T2","ME-T1, ME-T2","ME-T1, ME-T2",Partial Line Completion,.,js
1461,NA-1,NA-1,NA-1,NA,>,js
1462,"ME-T3, AE-1","ME-T3, AE-1","ME-T3, AE-1",Line Edit,,js
1463,ME-T1,ME-T1,ME-T1,Line Completion,.,js
1464,"AE-2, UO-2","AE-2, UO-2","AE-2, ME-T3",NA,.,js
1465,"ME-T2, AE-1","ME-T2, AE-1","ME-T2, AE-1",Line Edit,,js
1466,UO-1,ME-S7,UO-1,Line Completion,for,js
1585,"ME-S1, AE-1","ME-T1, AE-1","ME-S3, ME-T1",Partial Line Completion,-,jsx
1586,"ME-S2, ME-T3",UO-1,UO-1,Line Edit,(,jsx
1587,"ME-T2, ME-S5",UO-1,"ME-T2, ME-S1",Partial Line Completion,.,jsx
1588,AE-3,AE-3,AE-3,NA,.,jsx
1589,"AE-2, ME-S5","ME-S4, ME-T3","AE-2, ME-T3",Partial Line Completion,-,jsx
1590,"ME-S3, ME-T1",ME-T1,"ME-S3, ME-S1",Partial Line Completion,(,jsx
1591,"ME-S2, UO-2","AE-2, UO-2","ME-T2, UO-2",Line Completion,.,jsx
1592,NA-1,NA-1,NA-1,NA,.,jsx
1593,"AE-2, ME-T2","AE-2, ME-T2","AE-2, ME-T2",Line Completion,<,jsx
1594,"ME-S7, AE-4","ME-S1, AE-4","ME-S1, AE-4",Line Edit,[,jsx
1595,"ME-T1, ME-S1","ME-S4, ME-T3","ME-T3, ME-S1",Partial Line Completion,-,jsx
1596,ME-T1,UO-1,UO-1,Partial Line Completion,.,jsx
1597,"ME-T1, ME-T3",ME-T1,ME-T1,Partial Line Completion,(,jsx
1598,"ME-T1, ME-T3",ME-T2,"ME-T1, ME-T3",Partial Line Completion,=,jsx
1599,NA-2,NA-2,NA-2,Partial Line Completion,.,jsx
1600,NA-1,NA-1,NA-1,NA,-,jsx
1601,NA-2,NA-2,NA-2,Line Completion,.,jsx
1602,NA-2,NA-2,NA-2,Line Edit,(,jsx
1603,"ME-S3, ME-T1",ME-T1,"ME-S3, ME-T1",Partial Line Completion,.,jsx
1,"ME-T1, ME-T2","ME-T1, ME-T2","ME-T1, ME-T2",Line Completion,or,python
3,"ME-S3, ME-T2","ME-T2, ME-T3","ME-S3, ME-T2",Line Completion,(,python
4,ME-T2,"AE-2, ME-T2","AE-2, ME-T2",Line Completion,(,python
5,"ME-S3, ME-S1","ME-T3, ME-S1","ME-T3, ME-S1",Line Completion,(,python
6,UO-1,UO-1,"AE-2, ME-S5",Line Completion,(,python
7,"AE-2, ME-T3","AE-2, ME-T3","ME-T3, UO-3",Line Completion,.,python
8,"ME-T2, ME-S1","ME-T2, ME-S1","ME-T2, ME-S1",Line Completion,.,python
9,"ME-S6, ME-S1","ME-T3, ME-S1","ME-T3, ME-S1",Line Completion,(,python
10,"AE-2, ME-T3","AE-2, ME-T1","AE-2, ME-S6",Line Completion,(,python
11,"ME-S3, ME-S1","ME-T1, ME-T2","ME-T3, ME-S1",Line Completion,or,python
13,ME-T1,"ME-T1, ME-S1","ME-T3, ME-S1",Line Completion,(,python
14,"ME-T3, ME-S6",ME-T3,"ME-T1, ME-S6",Line Completion,(,python
15,ME-T3,"ME-T2, ME-S1","ME-T2, ME-S1",Line Completion,.,python
16,"ME-T1, ME-S1",UO-1,"ME-T1, ME-T2",Line Completion,(,python
17,UO-1,UO-1,UO-1,Line Completion,(,python
18,"ME-T1, ME-S1","ME-T1, ME-S1","ME-T1, ME-T2",Line Completion,or,python
19,"ME-T2, UO-2","ME-T2, ME-S6","ME-T2, ME-S6",Line Completion,(,python
20,ME-T2,UO-1,UO-1,Line Completion,(,python
21,"ME-T1, AE-2","ME-T1, AE-2","ME-T1, AE-2",Line Completion,(,python
22,"ME-T3, ME-T2","ME-T1, ME-T2","ME-T3, UO-3",Line Completion,in,python
23,"ME-T2, ME-S1","ME-T2, ME-T3","ME-T2, ME-T3",Line Completion,.,python
24,ME-T1,UO-1,UO-1,Line Completion,(,python
25,"ME-T3, ME-S1","ME-T1, ME-T2","ME-T3, ME-S1",Line Completion,in,python
27,"AE-2, ME-T3","AE-2, ME-T2","AE-2, ME-T3",Line Completion,=,python
28,NA-1,NA-1,NA-1,NA,.,python
29,"NA-2, UO-2","NA-2, UO-2","ME-S2, NA-2",Line Completion,(,python
30,"AE-2, ME-T3","ME-T2, ME-T3",ME-T3,Line Completion,=,python
31,UO-1,UO-1,UO-1,Line Completion,(,python
32,"ME-T2, ME-T3","ME-T2, ME-T3","ME-T2, ME-S6",Line Completion,.,python
33,"NA-2, AE-4","NA-2, AE-4","NA-2, AE-4",Line Completion,-,python
34,UO-1,UO-1,UO-1,Line Completion,(,python
35,UO-1,UO-1,UO-1,Line Completion,(,python
36,"ME-T2, ME-S1","ME-T1, AE-1","ME-T1, AE-1",Partial Line Completion,,python
37,ME-T3,UO-1,ME-T3,Line Edit,.,python
38,"ME-T1, AE-1","ME-T1, AE-1","ME-T1, AE-1",Partial Line Completion,,python
39,"NA-1, AE-4","AE-4, NA-1","AE-4, NA-1",NA,,python
40,ME-T1,ME-T1,ME-T1,Partial Line Completion,.,python
41,"ME-T1, AE-1","ME-S2, ME-T2","ME-S2, ME-T2",Line Completion,,python
42,"ME-T2, NA-2","ME-T2, NA-2","ME-S2, NA-2",Line Edit,[,python
44,"ME-T1, ME-T3","ME-T2, ME-S1","ME-S2, ME-T2",Line Edit,[,python
45,ME-T3,"AE-2, ME-T3","AE-2, ME-T3",Partial Line Completion,",",python
46,AE-3,AE-3,AE-3,NA,(,python
47,AE-3,AE-3,AE-3,NA,==,python
48,"ME-T1, AE-4","ME-S2, AE-4","ME-S1, AE-4",Line Edit,(,python
49,NA-1,NA-1,NA-1,NA,=,python
50,"ME-T1, ME-T2",ME-T1,"ME-T1, ME-T2",Line Edit,.,python
51,ME-S5,"ME-T1, AE-2","AE-2, ME-S5",Partial Line Completion,",",python
52,NA-2,NA-2,NA-2,NA,.,python
53,ME-T3,UO-1,"ME-T3, ME-T2",Line Completion,.,python
54,"ME-T1, ME-T2","ME-S3, ME-S1","ME-S3, ME-T2",Line Completion,.,python
55,UO-1,"ME-S4, ME-T2",UO-1,Partial Line Completion,>,python
56,"ME-S6, NA-2",NA-2,"ME-S6, NA-2",Partial Line Completion,(,python
57,"ME-S4, ME-T1","ME-S4, ME-T1","ME-T2, ME-T3",Line Completion,=,python
58,"ME-T2, ME-S1","ME-T2, ME-S1","ME-T2, ME-S1",Partial Line Completion,(,python
59,"ME-T1, ME-T2","ME-S2, ME-S7","ME-T1, ME-S2",NA,,python
60,"ME-T2, AE-1","ME-T1, AE-1","ME-T1, AE-1",Line Completion,,python
61,ME-S5,"ME-T3, ME-S1","ME-T3, ME-S6",Line Completion,",",python
62,AE-3,AE-3,AE-3,NA,",",python
63,"ME-T2, AE-1","ME-T2, AE-1","ME-T2, AE-1",Partial Line Completion,,python
64,UO-1,UO-1,UO-1,Partial Line Completion,.,python
65,"ME-T1, ME-S1","ME-T1, ME-T3",ME-S2,Line Completion,=,python
66,"AE-2, ME-T3",ME-T3,ME-T3,Line Completion,==,python
67,"ME-T2, ME-T3","ME-S3, ME-S1","ME-T1, ME-T2",Line Completion,=,python
68,"ME-T3, NA-2",NA-2,NA-2,Partial Line Completion,*,python
69,"ME-T1, AE-1","ME-T1, AE-1","ME-T1, AE-1",Line Completion,,python
70,"ME-T1, NA-2","ME-T1, NA-2","ME-T1, NA-2",NA,,python
